,Job Title,Job Type,Company Name,Posted Date,Cities,States,Stipend,Start Date,Duration,Numer of Openings,Late date to apply
1958,SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,NAGAR PALIKA PARISHAD NAGINA,12-05-2023,Nagina,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023
1959,COMMUNICATION INTERN FOR SWACHH BHARAT MISSION URBAN,Part Time,nagar palika  parishad dhanaura,12-05-2023,Amroha,Uttar Pradesh,Unpaid,Immediately,2 Months,1,18-05-2023
1960,SWACHH  BHARAT MISSION,Full Time,NAGAR PANCHAYAT AWAGARH DISTRICT ETAH,12-05-2023,Awagarh Etha,Uttar Pradesh,Unpaid,Immediately,2 Months,1,15-05-2023
1961,SWACHH BHARAT MISSION INTERN (IEC),Full Time,MUNICIPAL COUNCIL CHORAI,12-05-2023,Chaurai,Madhya Pradesh,8000 /month,Immediately,1 Months,1,20-05-2023
1962,DOOR TO DOOR WASTE  CLLACTION,Full Time,Nagar Parishad Devendranagar,12-05-2023,Panna,Madhya Pradesh,1500 /month,Immediately,1 Months,1,19-05-2023
1963,"IEC, SOLID WASTE MANAGMENT IN DEVENDRANAGAR",Full Time,Nagar Parishad Devendranagar,12-05-2023,Panna,Madhya Pradesh,1500 /month,Immediately,1 Months,1,30-05-2023
1964,CAPACITY BUILDING ON GARBAGE FREE CITIES,Part Time,MUNICIPAL CORPORATION ELURU,12-05-2023,Eluru,Andhra Pradesh,5000 /month,Immediately,2 Months,10,16-05-2023
1965,CLERK CUM DATA OPERATOR,Part Time,Nagar Panchayat Fariha,12-05-2023,Firozabad,Uttar Pradesh,Unpaid,Immediately,2 Months,2,20-05-2023
1966,MRF EXPERT,Full Time,Nagar Parishad Devendranagar,12-05-2023,Panna,Madhya Pradesh,1500 /month,Immediately,1 Months,1,19-05-2023
1967,SBM INTERNSHIP,Full Time,Nagar Panchayat Lehra Mohabbat,12-05-2023,Lehramohabbat,Punjab,12000 /month,Immediately,2 Months,1,30-05-2023
1968,SWACHH BHARAT MISSION (INTERN),Full Time,Nagar Panchayat Budhana,12-05-2023,Budhana,Uttar Pradesh,Unpaid,Immediately,2 Months,1,30-05-2023
1969,INTERNS IN IEC & MANEGMENT TRAINEE  (SBM 2.0),Full Time,Varanasi Municipal Corporation,12-05-2023,Varanasi,Uttar Pradesh,Unpaid,Immediately,2 Months,5,20-05-2023
1970,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,nagarpanchayat mankapur gonda,12-05-2023,Gonda,Uttar Pradesh,Unpaid,Immediately,1 Months,2,25-05-2023
1971,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,nagarpalika parishad nawabganj gonda,12-05-2023,Gonda,Uttar Pradesh,Unpaid,Immediately,1 Month,2,25-05-2023
1972,NEREDUCHERLA MUNICIPALITY,Full Time,Nereducharla Municipality,12-05-2023,Suryapet,Telangana,2000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            /month,Immediately,2 Months,1,31-05-2023
1973,SOLID WASTE MANAGEMENT TRAINEE (SBM 2.0),Full Time,Varanasi Municipal Corporation,12-05-2023,Varanasi,Uttar Pradesh,Unpaid,Immediately,2 Months,5,25-05-2023
1974,SWACHH BHARAT MISSION INTERN (IEC),Full Time,NAGAR PARISHAD BANDA,12-05-2023,Banda,Madhya Pradesh,Unpaid,Immediately,2 Weeks,1,31-05-2023
1975,SWACHH BHARAT MISSION INTERNSHIP,Full Time,Nagar Panchayat Raniya,12-05-2023,Kanpur Dehat,Uttar Pradesh,Unpaid,Immediately,2 Months,1,20-05-2023
1976,COMPUTER OPERATOR,Full Time,NAGAR PANCHAYAT KANTH DISRTICT MORADABAD,12-05-2023,Mohamdabad,Uttar Pradesh,Unpaid,Immediately,3 Months,1,31-05-2023
1977,SWM IN MOGA,Full Time,COMMISSIONER,12-05-2023,Moga,Punjab,12000 /month,Immediately,2 Months,6,25-05-2023
1978,INTERN (ENVIRONMENT) - (SBM 2.0),Full Time,Varanasi Municipal Corporation,12-05-2023,Varanasi,Uttar Pradesh,Unpaid,Immediately,2 Months,2,25-05-2023
1979,INTERNS FOR ASSISTING IN SANITATION SWACHH BHARAT MISSION (URBAN),Full Time,Nagar Palika Parishad sheopur,12-05-2023,Sheopur,Madhya Pradesh,1000 /month,Immediately,2 Weeks,2,31-05-2023
1980,INTERNS IN IEC & MANEGMENT TRAINEE (SBM 2.0),Full Time,Varanasi Municipal Corporation,12-05-2023,Varanasi,Uttar Pradesh,Unpaid,Immediately,2 Months,5,25-05-2023
1981,INTERNS FOR ASSISTING IN SANITATION SWACHH BHARAT MISSION (URBAN),Full Time,Nagar Palika Parishad Lahar,12-05-2023,Laher,Madhya Pradesh,Unpaid,Immediately,02 Weeks,1,29-05-2023
1982,AIR POLLUTION MITIGATION INTERNS- SBM 2.0,Full Time,Varanasi Municipal Corporation,12-05-2023,Varanasi,Uttar Pradesh,Unpaid,Immediately,2 Months,3,25-05-2023
1983,SUPPORT IN IEC AND BCC ACTIVITIES,Full Time,NAGAR PARISHAD MANASA,12-05-2023,Manasa,Madhya Pradesh,Unpaid,Immediately,2 Months,3,31-05-2023
1984,SUPPORT IN IEC AND BCC ACTIVITIES,Full Time,NAGAR PARISHAD RAMPURA,12-05-2023,Neemuch,Madhya Pradesh,Unpaid,Immediately,2 Months,1,31-05-2023
1985,SUPPORT IN IEC AND BCC ACTIVITIES,Full Time,NAGAR PARISHAD BADAGAON,12-05-2023,Agar Malwa,Madhya Pradesh,Unpaid,Immediately,2 Months,1,31-05-2023
1986,SUPPORT IN IEC AND BCC ACTIVITIES,Full Time,NAGAR PARISHAD JATARA,12-05-2023,Jatara,Madhya Pradesh,Unpaid,Immediately,2 Months,1,31-05-2023
1987,INTERNSHIP WITH COMMISSIONER UNDER SWACHH BHARAT MISSION (URBAN) 2.0 IN GWALIOR,Full Time,GWALIOR MUNICIPAL CORPORATION,12-05-2023,Gwalior,Madhya Pradesh,Unpaid,Immediately,2 Months,150,31-05-2023
1988,TULIP INTERNS,Full Time,Nagar Parishad Budhni,13-05-2023,Budhni,Madhya Pradesh,Unpaid,Immediately,1 Months,3,30-05-2023
1989,INTERNSHIP FOR MUNICIPAL COUNCIL RAIKOT UNDER SWACHH BHARAT MISSION,Full Time,Municipal Council Raikot,13-05-2023,Raikot,Punjab,12000 /month,Immediately,2 Months,1,26-05-2023
1990,SWM INTER IN NP BEGOWAL,Full Time,Nagar Panchayat Begowal,13-05-2023,Begowal,Punjab,12000 /month,Immediately,2 Months,1,01-06-2023
1991,SWM INTER IN NP BHOLATH,Full Time,NAGAR PANCHAYAT BHOLATH,13-05-2023,Kapurthala,Punjab,12000 /month,Immediately,2 Months,1,10-06-2023
1992,SWM INTER IN NP NADALA,Full Time,Nagar Panchayat Nadala,13-05-2023,Kapurthala,Punjab,12000 /month,Immediately,2 Months,1,02-06-2023
1993,IEC EXPERT,Full Time,Nagar palika parishad guna,13-05-2023,Guna,Madhya Pradesh,Unpaid,Immediately,2 Months,6,31-05-2023
1994,SOLID WASTE MANAGEMENT,Full Time,Patna Municipal Corporation,13-05-2023,Patna,Bihar,2000 /month,Immediately,2 Months,20,30-05-2023
1995,SUPPORT IN IEC AND BCC ACTIVITIES,Full Time,NAGAR PARISHAD SUSNER,13-05-2023,Susner,Madhya Pradesh,Unpaid,Immediately,2 Months,1,31-05-2023
1996,SUPPORT IN IEC AND BCC ACTIVITIES,Full Time,NAGAR PARISHAD SOYATKALAN,13-05-2023,Agar Malwa,Madhya Pradesh,Unpaid,Immediately,2 Months,1,31-05-2023
1997,SUPPORT IN IEC AND BCC ACTIVITIES,Full Time,NAGAR PARISHAD NAYAGAON,13-05-2023,Neemuch,Madhya Pradesh,Unpaid,Immediately,2 Months,1,31-05-2023
1998,IEC SOLID WASTE MANAGEMENT,Full Time,Municipal Corporation,13-05-2023,Mandsaur,Madhya Pradesh,4500 /month,Immediately,2 Months,1,05-06-2023
1999,"SBM ( SWACHH BHARAT MISSION ), SUMMER INTERSHIP ULB MUNICIPAL CORPORATION REWA (M.P.)",Full Time,MUNICIPAL CORPORATION REWA (M.P.),13-05-2023,Rewa,Madhya Pradesh,10000 /month,Immediately,2 Months,7,02-06-2023
2000,SWACHH BHARAT MISSION INTERNS IN MC MUKERIAN,Full Time,Municipal Council Mukerian,15-05-2023,Mukerian,Punjab,12000 /month,Immediately,2 Months,1,01-06-2023
2001,SWM INTERN IN QADIAN,Full Time,Municipal Council Qadian,15-05-2023,Gurdaspur,Punjab,12000 /month,Immediately,2 Months,1,15-07-2023
2002,SBMU INTERN IN GARHSHANKAR,Full Time,Municipal Council Garhshankar,15-05-2023,Garhashanker,Punjab,12000 /month,Immediately,2 Months,1,26-06-2023
2003,SWM INTER IN NP DHILWAN,Full Time,Nagar Panchayat Dhilwan,15-05-2023,Dhilwan,Punjab,12000 /month,Immediately,2 Months,1,01-06-2023
2004,SBM-U INTERS OF BATHINDA,Full Time,MC Bathinda,15-05-2023,Bathinda,Punjab,12000 /month,Immediately,2 Months,6,16-06-2023
2005,SBMU INTERNS IN TALWANDI SABO,Full Time,Nagar Council Office,15-05-2023,Talwandisabo,Punjab,12000 /month,Immediately,2 Months,1,10-06-2023
2006,SWACHH BHARAT MISSION INTERNS IN MC HARIANA,Full Time,MC HARIANA,15-05-2023,Hoshiarpur,Punjab,12000 /month,Immediately,2 Months,1,08-06-2023
2007,SWM INTERNSHIP IN MAKHU,Full Time,NP Makhu,15-05-2023,Makhu,Punjab,12000 /month,Immediately,2 Months,1,03-06-2023
2008,SOCIAL MEDIA INTERN,Full Time,Nagar Nigam Roorkee,15-05-2023,Roorkee,Uttarakhand,Unpaid,Immediately,2 Months,3,30-06-2025
2009,"SOLID WASTE MANAGEMENT INTERNSHIP AT KHANAURI, SANGRUR",Full Time,Nagar Panchayat Khanauri,15-05-2023,Khanauri,Punjab,12000 /month,Immediately,2 Months,1,06-06-2023
2010,SOLID WASTE MANAGEMENT INTERN,Full Time,Bandlaguda Jagir Municipal Corporation,15-05-2023,Rangareddy,Telangana,Unpaid,Immediately,2 Months,1,25-05-2023
2011,SWACHH BHARAT INTERNSHIP IN MC SHAMCHAURASI,Full Time,MC Shamchurasi,15-05-2023,Hoshiarpur,Punjab,12000 /month,Immediately,2 Months,1,20-06-2023
2012,ENGAGEMENT OF INTERNS IN MUNICIPAL COUNCIL MANSA DISTT MANSA FOR SWACHH SURVEKSHAN 2023 UNDER SWACHH TULIP PROGRAM OF SWACHH BHARAT MISSION (URBAN),Full Time,Municipal Council Mansa,15-05-2023,Mansa,Punjab,12000 /month,Immediately,2 Months,2,25-05-2023
2013,SOLID WASTE MANAGEMENT,Full Time,nagar panchayat rampur,15-05-2023,Jaunpur,Uttar Pradesh,Unpaid,Immediately,1 Months,1,26-05-2023
2014,SOLID WASTE MANAGEMENT,Full Time,nagar panchayat gaurabadshahpur,15-05-2023,Jaunpur,Uttar Pradesh,Unpaid,Immediately,1 Months,1,25-05-2023
2015,SBM INTERNSHIP,Full Time,MUNICIPAL CORPORATION SHAHJAHANPUR,15-05-2023,Shahjahanpur,Uttar Pradesh,8000 /month,Immediately,12 Months,1,20-05-2023
2016,SWACHH BHARAT INTERNS(IT AND FIELD),Full Time,New Delhi Smart City Limited,15-05-2023,New Delhi,Delhi,10000 /month,Immediately,6 Months,3,19-05-2023
2017,COMMUNICATION AND OUTREACH SOCIAL MEDIA INTERNS FOR SWACHH BHARAT MISSION,Full Time,New Delhi Smart City Limited,15-05-2023,New Delhi,Delhi,10000 /month,Immediately,6 Months,2,19-05-2023
2018,SOLID WASTE MANAGEMENT,Full Time,Municipal Council Malout,15-05-2023,Malaut,Punjab,12000 /month,Immediately,2 Months,2,29-05-2023
2019,"SBMU INTERNS, MUNICIPAL CORPORATION PATHANKOT",Full Time,MUNICIPAL CORPORATION PATHANKOT,15-05-2023,Pathankot,Punjab,12000 /month,Immediately,2 Months,6,01-06-2023
2020,SWACCH BHARAT MISSION,Part Time,Nagar Panchayat Sakit Etah,15-05-2023,Etah,Uttar Pradesh,Unpaid,Immediately,2 Months,1,17-05-2023
2021,SWM INTERNSHIP IN NPP JALALABAD,Full Time,NAGAR PALIKA PARISHAD JALALABAD SHAHJAHANPUR,15-05-2023,Jalalabad,Uttar Pradesh,Unpaid,Immediately,12 Months,1,20-05-2023
2022,SWACHH BHARAT MISSION INTERNS,Full Time,Nagar Palika Parishad Muzaffarnagar,15-05-2023,Muzaffarnagar,Uttar Pradesh,Unpaid,Immediately,2 Months,7,02-06-2023
2023,SWACHH BHARAT MISSION INTERNS,Full Time,NAGAR PALIKA PARISHAD MARHERA ETAH,15-05-2023,Etah,Uttar Pradesh,Unpaid,Immediately,2 Months,1,17-05-2023
2024,IEC INTERN,Full Time,nagar parishad piplanarayanwar,15-05-2023,Chhindwara,Madhya Pradesh,Unpaid,Immediately,1 Months,1,31-05-2023
2025,SWACHH BHARAT MISSION INTERN (IEC),Full Time,Municipal Corporation Chandametta Butaria,15-05-2023,Chhindwara,Madhya Pradesh,Unpaid,Immediately,02 Months,1,28-05-2023
2026,SOLID WASTE MANAGEMENT,Full Time,NAGAR PANCHAYAT TITRON,15-05-2023,Saharanpur,Uttar Pradesh,Unpaid,Immediately,01 Months,1,31-05-2023
2027,IEC INTERN,Full Time,Machalpur Municipal Council,15-05-2023,Rajgarh,Madhya Pradesh,Unpaid,Immediately,2 Months,1,30-05-2023
2028,IEC INTERN,Full Time,Rajgarh Municipal Council,15-05-2023,Rajgarh,Madhya Pradesh,Unpaid,Immediately,2 Months,1,30-05-2023
2029,COMMUNICATION INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,Lucknow nagar panchayat bakshi ka talab,15-05-2023,Bakshi Ka Talab,Uttar Pradesh,Unpaid,Immediately,2 Months,55,30-10-2024
2030,SBM INTERNSHIP,Full Time,Nagar Parishad Chandra Shekhar Azad Nagar,15-05-2023,Alirajpur,Madhya Pradesh,Unpaid,Immediately,1 month,1,25-05-2023
2031,SWACHH BHARAT MISSION INTERNS IN NP MAHILPUR,Full Time,Nagar Panchayat Mahilpur,16-05-2023,Mahilpur,Punjab,12000 /month,Immediately,2 Months,1,30-06-2023
2032,ENGAGEMENT OF INTERNS IN NAGAR PANCHAYAT BARIWALA DISTT SRI MUKTSAR SAHIB FOR SWACHH SURVEKSHAN 2023 UNDER SWACHH TULIP PROGRAM OF SWACHH BHARAT MISSION (URBAN),Full Time,Nagar Panchayat Bariwala,16-05-2023,Bariwala,Punjab,12000 /month,Immediately,2 Months,1,10-06-2023
2033,INTERNSHIP UNDER SBM FOR MUNICIPAL COUNCIL PAYAL,Full Time,Municipal Council Payal,16-05-2023,Payal,Punjab,12000 /month,Immediately,2 Months,1,05-06-2023
2034,INTERNSHIP UNDER SBM FOR MUNICIPAL COUNCIL KHANNA,Full Time,Municipal Council Khanna,16-05-2023,Khanna,Punjab,12000 /month,Immediately,2 Months,6,25-08-2023
2035,INTERNSHIP UNDER SBM FOR MUNICIPAL COUNCIL MACHHIWARA,Full Time,Municipal council machhiwara,16-05-2023,Machhiwara,Punjab,12000 /month,Immediately,2 Months,1,26-05-2023
2036,INTERNSHIP,Full Time,Municipal Council Doraha,16-05-2023,Ludhiana,Punjab,12000 /month,Immediately,2 Months,1,26-05-2023
2037,SBMU INTERN IN MOONAK,Full Time,Nagar Panchayat Moonak,16-05-2023,Moonak,Punjab,12000 /month,Immediately,2 Months,1,30-05-2023
2038,SBM TECHNICAL TRAINEE,Full Time,Nagar Palika Parishad Baghpat,16-05-2023,Baghpat,Uttar Pradesh,2000 /month,Immediately,3 Months,2,01-06-2023
2039,ENGAGEMENT OF INTERNS IN NAGAR PANCHAYAT BHIKHI DISTT MANSA FOR SWACHH SURVEKSHAN 2023 UNDER SWACHH TULIP PROGRAM OF SWACHH BHARAT MISSION (URBAN),Full Time,Nagar Panchayat Bhikhi,16-05-2023,Bhikhi,Punjab,12000 /month,Immediately,2 Months,1,27-05-2023
2040,COMMUNICATIOSBMN INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,Nagar Panchayat Gosaiganj Lucknow,16-05-2023,Lucknow,Uttar Pradesh,Unpaid,Immediately,1 Months,2,20-05-2023
2041,INTERNSHIP UNDER SBM FOR NAGAR PANCHAYAT MALOUDH,Full Time,Maloudh,16-05-2023,Ludhiana,Punjab,12000 /month,Immediately,2 Months,1,10-06-2023
2042,FIELD INTERN (SOCIAL WORK ),Full Time,NAGAR PANCHAYAT CHHAPRAULI DISTRICT BAGHPAT,16-05-2023,Baghpat,Uttar Pradesh,Unpaid,Immediately,3 Months,1,31-05-2023
2043,ENGAGEMENT OF INTERNS UNDER SWACHH BHARAT MISSION FOR MUNICIPAL COUNCIL BARETA DISTT MANSA,Full Time,Municipal Council Bareta,16-05-2023,Budhlada,Punjab,12000 /month,Immediately,2 Months,1,25-05-2023
2044,FIELD INTERN-(SOCIAL WORK),Full Time,NAGAR PANCHAYAT TIKRI DISST BAGHPAT,16-05-2023,Baghpat,Uttar Pradesh,Unpaid,Immediately,3 Months,1,31-05-2023
2045,SBM-U TULIP INTERNSHIPS,Full Time,Municipal Council Kharar,16-05-2023,SAS Nagar,Punjab,12000 /month,Immediately,2 Months,2,28-05-2023
2046,SOLID WASTE MANAGEMENT,Full Time,nagar palika parishad shahganj,16-05-2023,Shahganj,Uttar Pradesh,Unpaid,Immediately,1 Months,1,18-05-2023
2047,FIELD INTERN (SOCIAL WORK ),Full Time,NAGAR PANCHAYAT AGGARWAL MANDI TATIRI DISTRICT BAGHPAT,16-05-2023,Baghpat,Uttar Pradesh,Unpaid,Immediately,3 Months,1,31-05-2023
2048,FIELD OFFICER,Full Time,NAGAR PALIKA PARISHAD KHEKRA DISTRICT BAGHPAT,16-05-2023,Bagpat,Uttar Pradesh,Unpaid,Immediately,3 Months,1,31-05-2023
2049,SOLID WASTE MANAGEMENT,Full Time,nagar palika parishad mongarabadshahpur,16-05-2023,Jaunpur,Uttar Pradesh,Unpaid,Immediately,1 Months,1,18-05-2023
2050,FIELD INTERN-(SOCIAL WORK),Full Time,NAGAR PANCHAYAT RATAUL,16-05-2023,Baghpat,Uttar Pradesh,Unpaid,Immediately,3 Months,1,31-05-2023
2051,SBM INTERNSHIP,Full Time,Nagar Palika Parishad Anoopshahr,16-05-2023,Bulandshahar,Uttar Pradesh,Unpaid,Immediately,6 Months,1,31-05-2023
2052,SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Panchayat Sahanpur,16-05-2023,Bijnore,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023
2053,SOLID WASTE MANAGEMENT INTERN 2023,Part Time,NAGAR PANCHAYAT PAKADIYA NAUGAWAN,16-05-2023,Pilibhit,Uttar Pradesh,Unpaid,Immediately,12 Weeks,1,25-05-2023
2054,SWACHH BHARAT MISSION INTERNS,Full Time,NAGAR PALIKA PARISHAD ITARSI,16-05-2023,Itarsi,Madhya Pradesh,Unpaid,Immediately,6 Months,2,24-05-2023
2055,SOCIAL MEDIA CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Part Time,NP Kurthizafarpur Mau,16-05-2023,Mau,Uttar Pradesh,Unpaid,Immediately,3 Months,2,31-05-2023
2056,FIELD INTERN (SOCIAL WORK ),Full Time,NAGAR PALIKA PARISHAD BARAUT,16-05-2023,Baghpat,Uttar Pradesh,Unpaid,Immediately,3 Months,5,31-05-2023
2057,SBM INTERNSHIP,Full Time,NAGAR PALIKA PARISHAD KHURJA,16-05-2023,Bulandshahar,Uttar Pradesh,Unpaid,Immediately,3 month,4,01-10-2024
2058,SBM U,Part Time,NAGAR PANCHAYAT BELHARA,16-05-2023,Belhara,Uttar Pradesh,Unpaid,Immediately,Months,1,27-05-2023
2059,THE URBAN LEARNING INTERNSHIP PROGRAM (TULIP)- SBMU,Full Time,MC Sri Hargobindpur,16-05-2023,Gurdaspur,Punjab,12000 /month,Immediately,2 Months,1,15-07-2023
2060,SWACHH  BHARATH MISSION,Full Time,NAGAR PANCHAYAT NARORA,16-05-2023,Bulandshahar,Uttar Pradesh,Unpaid,Immediately,3 Months,1,10-06-2023
2061,FIELD INTERN (SOCIAL WORK ),Full Time,NAGAR PANCHAYAT AMINAGAR SARAI,16-05-2023,Baghpat,Uttar Pradesh,Unpaid,Immediately,3 Months,1,31-05-2023
2062,SBMU INTERNSHIP ZIRAKPUR,Full Time,Municipal Council Zirakpur,16-05-2023,Mohali,Punjab,12000 /month,Immediately,2 Months,2,26-05-2023
2063,ENGAGEMENT OF INTERNS IN NAGAR PANCHAYAT SARDULGARH DISTT MANSA FOR SWACHH SURVEKSHAN 2023 UNDER SWACHH TULIP PROGRAM OF SWACHH BHARAT MISSION (URBAN),Full Time,Nagar Panchayat Sardulgarh,16-05-2023,Sardulgarh,Punjab,12000 /month,Immediately,2 Months,1,25-05-2023
2064,THE URBAN LEARNING INTERNSHIP PROGRAM-SBM DHARIWAL,Full Time,MC Dhariwal,16-05-2023,Dhariwal,Punjab,12000 /month,Immediately,2 Months,1,30-06-2023
2065,SBM INTERNSHIP,Full Time,Nagar Panchayat Dariyabad Barabanki,16-05-2023,Barabanki,Uttar Pradesh,Unpaid,Immediately,1 Months,1,27-05-2023
2066,"IEC, SOLID WASTE MANAGMENT INTERN",Full Time,Town Municipal Council Periyapatna,16-05-2023,Periyapatna,Karnataka,5000 /month,Immediately,2,2,21-09-2023
2067,SMART CITY INTERN,Full Time,Coimbatore Smart City Limited,16-05-2023,Coimbatore,Tamil Nadu,5000 /month,Immediately,2 Months,10,31-05-2023
2068,SBM INTERNSHIP,Full Time,NAGAR PANCHAYAT TIRWAGANJ KANNAUJ,16-05-2023,Kannauj,Uttar Pradesh,Unpaid,Immediately,2 Months,1,18-05-2024
2069,INTERNSHIP UNDER SBM FOR NAGAR PANCHAYAT MALOUDH,Full Time,Maloudh,16-05-2023,Ludhiana,Punjab,12000 /month,Immediately,2 Months,1,10-06-2023
2070,IEC INTERN,Full Time,Sarangpur Municipal Council,16-05-2023,Sarangpur,Madhya Pradesh,Unpaid,Immediately,3 Months,2,30-05-2023
2071,IEC INTERN,Full Time,Biaora Municipal Council,16-05-2023,Biaora,Madhya Pradesh,Unpaid,Immediately,1 Months,1,30-05-2023
2072,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,NAGAR PANCHAYAT KHARKHAUDA,16-05-2023,Meerut,Uttar Pradesh,Unpaid,Immediately,2 Months,1,15-05-2024
2073,SBM INTERNSHIP,Full Time,NAGAR PANCHAYAT TIRWAGANJ KANNAUJ,16-05-2023,Kannauj,Uttar Pradesh,Unpaid,Immediately,2 Months,1,30-05-2023
2074,SWACHH BHARAT MISSION 2.0 INTERNS,Full Time,nagar palika parishad bulandshahr,16-05-2023,Bulandshahr,Uttar Pradesh,Unpaid,Immediately,1 Months,5,15-06-2023
2075,SWACHH BHARAT MISSION INTERN (IEC),Full Time,MUNCIPAL COUNCIL BADAWADA,16-05-2023,Ratlam,Madhya Pradesh,Unpaid,Immediately,2 Weeks,1,25-05-2023
2076,IEC INTERN,Full Time,Khujner Municipal Council,16-05-2023,Rajgarh,Madhya Pradesh,Unpaid,Immediately,2 Months,2,30-05-2023
2077,IEC INTERN,Full Time,Narsinhgarh Municipal Council,16-05-2023,Narsingarh,Madhya Pradesh,Unpaid,Immediately,2 Months,3,31-05-2023
2078,"INTERNS FOR BARAMATI MUNICIPAL COUNCIL, SBM",Full Time,Baramati Municipal Council Baramati,16-05-2023,Baramati,Maharashtra,15000 /month,Immediately,8 Weeks,5,28-05-2023
2079,SWM INTERNS IN ULB SRI MUKTSAR SAHIB DISTT SRI MUKTSAR SAHIB PUNJAB,Full Time,yes,16-05-2023,Muktasar,Punjab,12000 /month,Immediately,2 Months,6,02-06-2023
2080,SBMU INTERNS IN MOHALI,Full Time,"Municipal Corporation, Sahibzada Ajit Singh Nagar",16-05-2023,SAS Nagar,Punjab,12000 /month,Immediately,2 Months,6,16-06-2023
2081,SANITATION AND SOLID WASTE MANAGEMENT,Full Time,NAGAR PALIKA PARISHAD MANGLAUR,16-05-2023,Manglore,Uttarakhand,7500 /month,Immediately,4 Months,4,31-07-2023
2082,SWACHH BHARAT MISSION INTERNS,Full Time,Nagar panchyat Meerapur,17-05-2023,Muzaffarnagar,Uttar Pradesh,Unpaid,Immediately,2 Months,1,03-06-2023
2083,SWACHH BHARAT MISSION INTERNS,Part Time,Nagar Panchayat Jansath,17-05-2023,Muzaffarnagar,Uttar Pradesh,Unpaid,Immediately,2 Months,1,31-05-2023
2084,SWACHH BHARAT MISSION INTERNS,Part Time,Nagar Panchayat Shahpur,17-05-2023,Muzaffarnagar,Uttar Pradesh,Unpaid,Immediately,2 Months,1,31-05-2023
2085,ENGAGEMENT OF INTERNS UNDER SWACHH BHARAT MISSION - URBAN 2.0 THROUGH TULIP IN MUNICIPAL CORPORATION PATIALA,Full Time,Municipal Corporation Patiala,17-05-2023,Patiala,Punjab,12000 /month,Immediately,2 Months,8,02-06-2023
2086,INTERNSHIP FOR MUNICIPAL COUNCIL SAMANA UNDER SWACHH BHARAT MISSION,Full Time,MC SAMANA,17-05-2023,Patiala,Punjab,12000 /month,Immediately,2 Months,2,31-05-2023
